vm_id,cpu_cores,ram,bandwidth_req,net_1_load,net_1_latency,net_1_bandwidth_avail,net_2_load,net_2_latency,net_2_bandwidth_avail,net_3_load,net_3_latency,net_3_bandwidth_avail,net_4_load,net_4_latency,net_4_bandwidth_avail,net_5_load,net_5_latency,net_5_bandwidth_avail,net_6_load,net_6_latency,net_6_bandwidth_avail,net_7_load,net_7_latency,net_7_bandwidth_avail,net_8_load,net_8_latency,net_8_bandwidth_avail,net_9_load,net_9_latency,net_9_bandwidth_avail,net_10_load,net_10_latency,net_10_bandwidth_avail,net_11_load,net_11_latency,net_11_bandwidth_avail,net_12_load,net_12_latency,net_12_bandwidth_avail,net_13_load,net_13_latency,net_13_bandwidth_avail,net_14_load,net_14_latency,net_14_bandwidth_avail,net_15_load,net_15_latency,net_15_bandwidth_avail,net_16_load,net_16_latency,net_16_bandwidth_avail,net_17_load,net_17_latency,net_17_bandwidth_avail,net_18_load,net_18_latency,net_18_bandwidth_avail,net_19_load,net_19_latency,net_19_bandwidth_avail,net_20_load,net_20_latency,net_20_bandwidth_avail,label_network_id,task_completion_time,throughput_achieved,task_type
88,1,2048,250,0.07,6.06,804,0.47,12.10,940,0.17,7.52,1153,0.31,9.61,884,0.46,11.85,882,0.31,14.60,1084,0.12,11.87,1183,0.33,14.94,815,0.44,16.61,1113,0.16,12.36,988,0.12,11.87,847,0.08,11.20,946,0.02,10.29,732,0.26,13.88,961,0.08,11.13,1122,0.34,25.12,911,0.59,28.89,962,0.03,20.48,1119,0.46,26.96,1179,0.33,25.01,1004,13,150.00,235.45,mixed
89,1,2048,170,0.40,11.00,1131,0.03,5.41,840,0.31,9.61,1012,0.11,6.68,1152,0.51,12.68,805,0.46,16.92,1130,0.59,18.85,1090,0.22,13.28,1109,0.55,18.19,980,0.20,12.98,1149,0.20,13.00,857,0.31,14.68,980,0.12,11.86,994,0.10,11.50,1101,0.12,11.73,1099,0.52,27.80,1165,0.17,22.61,922,0.31,24.66,844,0.10,21.56,1196,0.47,26.98,1079,2,10.00,159.44,cpu_bound
90,1,4096,174,0.56,13.41,887,0.36,10.34,907,0.30,9.46,1067,0.42,11.36,889,0.27,9.10,984,0.04,10.55,742,0.40,15.98,999,0.43,16.46,1048,0.49,17.37,833,0.31,14.65,893,0.23,13.46,1158,0.08,11.16,820,0.23,13.43,1117,0.54,18.11,813,0.56,18.42,1057,0.33,24.89,963,0.54,28.16,857,0.40,26.02,1176,0.45,26.72,1118,0.29,24.32,1146,6,50.00,157.58,io_bound
93,2,2048,122,0.19,7.88,940,0.37,10.51,1183,0.37,10.58,885,0.03,5.40,782,0.19,7.91,1121,0.55,18.32,905,0.28,14.15,1159,0.60,18.96,1196,0.18,12.66,964,0.21,13.21,1070,0.34,15.11,901,0.10,11.49,1039,0.55,18.20,929,0.41,16.08,1095,0.45,16.74,1141,0.59,28.85,1132,0.54,28.07,1100,0.17,22.52,927,0.06,20.90,823,0.40,25.93,896,4,25.00,114.69,io_bound
94,1,1024,79,0.01,5.20,916,0.13,6.88,1187,0.35,10.23,1077,0.58,13.69,1160,0.47,12.04,996,0.16,12.47,826,0.11,11.72,862,0.45,16.68,822,0.12,11.82,1002,0.05,10.69,884,0.14,12.13,1027,0.32,14.75,1163,0.16,12.44,821,0.50,17.53,1174,0.16,12.42,944,0.08,21.26,890,0.54,28.07,1173,0.21,23.21,974,0.02,20.25,1146,0.50,27.45,881,1,10.00,77.11,cpu_bound
95,2,4096,249,0.25,8.70,1127,0.44,11.64,870,0.51,12.62,1025,0.52,12.80,809,0.33,9.92,818,0.40,16.06,881,0.03,10.51,1060,0.01,10.15,790,0.55,18.25,1124,0.58,18.64,958,0.18,12.64,1147,0.57,18.62,937,0.03,10.41,1109,0.03,10.52,938,0.56,18.43,1152,0.09,21.29,880,0.31,24.58,1160,0.12,21.85,1166,0.52,27.73,902,0.12,21.83,873,8,25.00,229.89,io_bound
96,2,2048,137,0.01,5.09,722,0.28,9.21,990,0.58,13.67,952,0.38,10.71,923,0.14,7.06,1010,0.32,14.84,848,0.24,13.53,1079,0.38,15.65,1168,0.37,15.48,1080,0.31,14.70,1139,0.59,18.83,1177,0.28,14.15,1157,0.06,10.91,806,0.20,12.98,1150,0.33,14.93,851,0.03,20.39,1022,0.27,24.11,1117,0.37,25.58,1126,0.23,23.40,853,0.06,20.85,1142,1,75.00,133.40,mixed
97,2,512,208,0.05,5.78,1042,0.10,6.50,1141,0.33,10.02,1155,0.01,5.15,725,0.18,7.75,1028,0.31,14.67,1074,0.06,10.86,833,0.46,16.86,980,0.49,17.29,1094,0.24,13.55,1012,0.53,17.96,978,0.35,15.24,938,0.51,17.61,901,0.21,13.21,824,0.25,13.70,1114,0.05,20.81,815,0.18,22.69,1174,0.32,24.83,1046,0.15,22.29,1062,0.35,25.30,841,4,75.00,202.09,mixed
98,1,2048,258,0.54,13.14,978,0.08,6.19,676,0.46,11.87,1113,0.13,6.95,1026,0.49,12.31,990,0.15,12.25,1151,0.24,13.55,1041,0.24,13.61,1127,0.15,12.27,1030,0.29,14.37,845,0.26,13.90,903,0.53,17.89,1013,0.23,13.42,856,0.19,12.92,964,0.53,18.00,1103,0.16,22.39,1024,0.51,27.67,920,0.52,27.76,960,0.58,28.73,1148,0.42,26.34,809,2,150.00,221.62,mixed
99,1,2048,158,0.37,10.51,883,0.51,12.58,1117,0.20,7.98,1001,0.02,5.25,872,0.54,13.09,1157,0.07,11.09,944,0.51,17.62,1181,0.04,10.67,968,0.16,12.46,850,0.27,14.08,1070,0.19,12.78,816,0.39,15.92,846,0.07,11.12,1137,0.08,11.27,808,0.26,13.86,818,0.59,28.83,1144,0.08,21.18,1060,0.16,22.45,943,0.09,21.31,1137,0.42,26.30,1108,4,150.00,150.81,mixed
101,2,2048,279,0.16,7.36,1174,0.20,7.95,1164,0.12,6.75,1040,0.54,13.15,1108,0.45,11.78,823,0.49,17.31,1179,0.04,10.62,773,0.17,12.61,854,0.43,16.40,1120,0.24,13.59,848,0.60,18.94,885,0.07,11.03,1028,0.46,16.89,1101,0.06,10.93,1017,0.38,15.77,1002,0.53,27.99,1040,0.05,20.71,833,0.47,27.01,1127,0.29,24.42,1035,0.15,22.21,912,7,75.00,264.55,mixed
104,1,1024,68,0.35,10.22,1131,0.48,12.19,863,0.39,10.79,971,0.45,11.72,1030,0.52,12.82,867,0.44,16.54,800,0.26,13.97,953,0.16,12.35,1190,0.03,10.41,1189,0.51,17.72,957,0.58,18.66,854,0.54,18.13,1013,0.01,10.10,742,0.40,16.05,1038,0.40,15.99,1117,0.19,22.81,948,0.58,28.73,1160,0.03,20.52,873,0.38,25.73,865,0.24,23.60,891,13,10.00,60.96,cpu_bound
105,1,1024,91,0.04,5.57,1041,0.45,11.76,938,0.30,9.47,834,0.11,6.68,1160,0.07,5.98,1103,0.52,17.82,899,0.27,14.03,855,0.14,12.14,1124,0.47,17.11,811,0.36,15.34,1083,0.49,17.34,866,0.02,10.33,1191,0.03,10.49,965,0.41,16.11,1171,0.22,13.29,843,0.12,21.76,807,0.13,22.02,880,0.36,25.42,1071,0.33,24.96,970,0.23,23.39,1004,1,150.00,81.38,mixed
106,1,4096,299,0.55,13.25,880,0.23,8.38,1083,0.00,5.04,505,0.36,10.38,892,0.19,7.80,1116,0.21,13.12,968,0.47,17.07,1181,0.04,10.62,851,0.46,16.97,818,0.08,11.23,879,0.29,14.35,802,0.52,17.75,817,0.57,18.54,1022,0.34,15.13,919,0.44,16.58,836,0.20,23.01,847,0.45,26.79,943,0.13,22.01,1131,0.15,22.26,902,0.58,28.66,1141,3,10.00,297.46,cpu_bound
107,2,1024,299,0.07,5.99,900,0.53,12.96,1020,0.20,7.96,1015,0.19,7.81,1072,0.25,8.71,912,0.49,17.39,971,0.33,14.93,1168,0.12,11.79,969,0.19,12.85,829,0.26,13.86,979,0.35,15.26,861,0.19,12.81,1114,0.43,16.41,879,0.31,14.72,847,0.09,11.38,917,0.56,28.35,980,0.31,24.68,911,0.19,22.78,995,0.35,25.31,1076,0.58,28.70,800,1,75.00,268.21,mixed
108,2,4096,170,0.45,11.70,913,0.09,6.35,865,0.40,10.98,1034,0.08,6.21,800,0.31,9.63,851,0.24,13.63,1105,0.44,16.64,1068,0.38,15.75,903,0.47,17.12,1094,0.25,13.71,877,0.58,18.74,980,0.27,14.09,1004,0.22,13.27,978,0.22,13.37,807,0.35,15.23,933,0.19,22.82,1125,0.35,25.24,979,0.41,26.12,911,0.51,27.71,1188,0.52,27.79,889,4,75.00,143.78,mixed
111,2,4096,232,0.26,8.94,819,0.11,6.68,1103,0.29,9.29,1150,0.38,10.65,1095,0.04,5.59,859,0.14,12.14,948,0.30,14.43,1078,0.29,14.28,916,0.30,14.43,1045,0.43,16.45,1189,0.33,14.93,1168,0.44,16.58,1029,0.23,13.52,1083,0.11,11.72,912,0.18,12.66,806,0.15,22.29,1116,0.60,28.96,997,0.06,20.84,820,0.51,27.70,907,0.29,24.37,879,5,25.00,216.24,io_bound
113,2,2048,206,0.27,9.00,984,0.38,10.77,838,0.56,13.46,1099,0.23,8.47,995,0.18,7.71,1073,0.32,14.78,962,0.43,16.45,1096,0.50,17.48,935,0.13,11.96,1070,0.25,13.74,1198,0.12,11.75,885,0.48,17.24,874,0.27,14.00,1067,0.46,16.88,1182,0.19,12.92,1198,0.08,21.24,978,0.01,20.13,635,0.29,24.40,880,0.16,22.47,802,0.11,21.67,1020,17,75.00,186.62,mixed
114,1,2048,273,0.06,5.84,568,0.30,9.44,1049,0.29,9.31,975,0.22,8.36,828,0.23,8.42,904,0.25,13.81,1099,0.33,14.93,1138,0.29,14.37,1014,0.29,14.40,828,0.14,12.03,915,0.40,16.06,1160,0.49,17.37,925,0.17,12.57,908,0.17,12.50,1152,0.15,12.31,1039,0.52,27.79,870,0.03,20.45,993,0.14,22.16,1038,0.46,26.92,846,0.46,26.83,981,1,150.00,240.19,mixed
117,1,2048,160,0.19,7.84,805,0.21,8.22,1090,0.01,5.21,1021,0.36,10.33,810,0.13,6.96,954,0.29,14.38,956,0.45,16.81,1002,0.25,13.75,1175,0.47,16.98,1180,0.26,13.89,924,0.24,13.54,833,0.43,16.41,900,0.01,10.19,893,0.49,17.38,955,0.27,13.99,918,0.33,24.97,994,0.48,27.24,1168,0.33,24.96,1186,0.52,27.79,1186,0.52,27.74,1062,3,150.00,147.95,mixed
118,1,512,299,0.24,8.62,857,0.04,5.57,660,0.47,12.04,1145,0.29,9.30,992,0.05,5.71,1088,0.39,15.89,1016,0.30,14.50,1022,0.42,16.26,964,0.52,17.80,851,0.57,18.54,1097,0.48,17.14,1107,0.10,11.43,866,0.43,16.45,1180,0.32,14.76,989,0.14,12.05,996,0.46,26.85,975,0.53,27.90,1143,0.45,26.72,1112,0.00,20.07,1194,0.01,20.08,1033,2,150.00,271.00,mixed
119,1,1024,201,0.55,13.22,815,0.44,11.64,946,0.36,10.43,1098,0.39,10.90,1099,0.57,13.58,863,0.47,17.03,1186,0.24,13.56,1136,0.27,14.07,1091,0.08,11.15,1111,0.03,10.44,972,0.20,12.98,1106,0.41,16.08,1118,0.53,18.01,835,0.25,13.68,1045,0.13,11.96,869,0.34,25.04,826,0.08,21.18,919,0.38,25.69,1164,0.38,25.65,1080,0.16,22.41,820,10,50.00,179.66,io_bound
120,2,512,128,0.24,8.56,980,0.49,12.40,845,0.43,11.38,1163,0.41,11.18,1063,0.01,5.22,743,0.36,15.47,892,0.18,12.76,899,0.15,12.25,964,0.57,18.57,903,0.26,13.92,1038,0.27,13.98,833,0.35,15.30,811,0.49,17.37,1083,0.17,12.51,815,0.30,14.48,1181,0.50,27.43,1089,0.02,20.26,813,0.31,24.65,1100,0.53,28.02,842,0.20,22.98,909,5,75.00,124.23,mixed
121,1,4096,179,0.18,7.66,846,0.00,5.04,868,0.38,10.77,949,0.37,10.61,1070,0.53,12.95,919,0.30,14.53,982,0.23,13.46,897,0.03,10.49,921,0.09,11.37,1185,0.34,15.13,1055,0.26,13.96,1153,0.12,11.77,918,0.56,18.37,860,0.29,14.29,878,0.10,11.46,1029,0.01,20.08,946,0.41,26.21,1123,0.38,25.66,940,0.30,24.47,1189,0.05,20.75,1006,2,150.00,166.06,mixed
123,1,2048,199,0.53,12.91,1134,0.13,6.98,879,0.21,8.13,1154,0.56,13.46,892,0.36,10.37,914,0.49,17.40,884,0.10,11.50,1083,0.30,14.57,983,0.54,18.05,1006,0.50,17.43,801,0.48,17.19,816,0.29,14.40,866,0.02,10.25,873,0.19,12.78,1039,0.36,15.42,1054,0.18,22.64,1152,0.00,20.03,1166,0.08,21.15,1073,0.05,20.82,801,0.03,20.45,1118,13,150.00,185.33,mixed
126,2,1024,161,0.48,12.23,1182,0.01,5.22,651,0.09,6.30,1140,0.32,9.85,942,0.48,12.23,931,0.31,14.68,1117,0.56,18.37,858,0.38,15.69,1061,0.37,15.57,911,0.04,10.61,1120,0.44,16.57,941,0.56,18.38,1125,0.33,15.01,1085,0.59,18.87,925,0.18,12.68,1021,0.39,25.83,1151,0.36,25.36,965,0.22,23.23,928,0.21,23.22,869,0.59,28.85,880,2,5.00,148.82,cpu_bound
127,1,512,133,0.09,6.40,1087,0.09,6.38,1012,0.19,7.85,1154,0.45,11.78,951,0.51,12.67,1149,0.04,10.61,679,0.10,11.52,1146,0.37,15.49,909,0.13,11.96,1007,0.38,15.66,949,0.32,14.76,827,0.10,11.53,875,0.09,11.30,903,0.43,16.42,1006,0.08,11.27,966,0.42,26.26,906,0.19,22.80,801,0.29,24.41,1053,0.33,24.95,839,0.16,22.45,956,6,150.00,115.17,mixed
130,2,4096,90,0.05,5.68,804,0.55,13.23,983,0.30,9.57,888,0.21,8.09,1150,0.07,6.05,1015,0.15,12.31,896,0.45,16.78,1088,0.58,18.67,1079,0.50,17.43,836,0.55,18.28,870,0.11,11.60,975,0.10,11.47,1083,0.35,15.25,906,0.50,17.55,1149,0.45,16.77,803,0.14,22.05,1005,0.45,26.79,992,0.02,20.37,916,0.59,28.80,937,0.51,27.69,1163,1,5.00,83.20,cpu_bound
132,1,1024,80,0.50,12.49,962,0.23,8.46,1163,0.32,9.73,1119,0.34,10.08,1053,0.55,13.22,868,0.32,14.76,1167,0.49,17.33,1008,0.25,13.69,1091,0.23,13.51,896,0.17,12.48,870,0.17,12.58,905,0.37,15.54,1135,0.21,13.14,934,0.18,12.74,900,0.37,15.62,932,0.31,24.58,929,0.17,22.59,999,0.33,24.92,1148,0.37,25.59,944,0.34,25.17,1001,10,150.00,63.49,mixed
133,1,1024,183,0.01,5.16,923,0.49,12.42,1174,0.11,6.71,1177,0.33,9.92,842,0.06,5.94,1072,0.15,12.31,899,0.00,10.01,981,0.12,11.81,902,0.26,13.83,991,0.40,15.98,998,0.56,18.33,889,0.06,10.83,805,0.38,15.70,1141,0.55,18.23,1023,0.47,17.05,1158,0.56,28.33,880,0.39,25.92,1153,0.03,20.39,1187,0.51,27.59,1147,0.56,28.35,863,1,10.00,163.20,cpu_bound
134,2,4096,148,0.05,5.70,855,0.37,10.54,1181,0.15,7.22,928,0.17,7.58,1142,0.60,13.97,998,0.35,15.30,834,0.52,17.85,846,0.28,14.20,1199,0.09,11.36,1003,0.31,14.72,1007,0.24,13.60,1126,0.13,11.98,1108,0.49,17.39,851,0.53,17.97,1057,0.46,16.83,998,0.44,26.57,827,0.37,25.53,944,0.27,24.06,1165,0.36,25.47,992,0.21,23.22,1049,1,75.00,132.75,mixed
135,1,512,153,0.30,9.57,1069,0.28,9.17,809,0.01,5.12,732,0.29,9.35,973,0.12,6.76,1131,0.56,18.44,1006,0.53,18.01,1005,0.54,18.15,988,0.57,18.52,938,0.33,14.88,1055,0.53,17.98,1144,0.23,13.43,1066,0.32,14.75,1047,0.10,11.57,805,0.40,15.98,934,0.52,27.76,914,0.24,23.60,1092,0.28,24.26,891,0.48,27.21,1081,0.00,20.05,1052,3,150.00,151.27,mixed
136,1,512,190,0.06,5.93,1032,0.06,5.92,1051,0.32,9.86,1113,0.49,12.32,1048,0.08,6.22,1081,0.10,11.45,902,0.48,17.21,977,0.55,18.21,1027,0.32,14.84,900,0.14,12.03,893,0.57,18.58,1125,0.03,10.44,968,0.23,13.43,956,0.52,17.82,914,0.10,11.48,1064,0.12,21.82,864,0.56,28.45,993,0.40,25.94,1113,0.22,23.33,903,0.28,24.19,1188,12,50.00,172.42,io_bound
138,2,2048,145,0.47,12.01,859,0.53,13.01,902,0.30,9.55,846,0.06,5.89,805,0.54,13.04,1002,0.22,13.36,995,0.19,12.89,858,0.15,12.26,957,0.17,12.55,1188,0.42,16.29,964,0.55,18.23,820,0.24,13.64,1136,0.58,18.70,943,0.23,13.42,1180,0.34,15.05,985,0.03,20.41,1034,0.38,25.70,835,0.58,28.67,1061,0.31,24.71,857,0.30,24.47,926,4,25.00,128.45,io_bound
139,1,1024,158,0.41,11.18,987,0.19,7.81,930,0.57,13.58,1173,0.17,7.53,1103,0.32,9.75,808,0.22,13.36,1067,0.10,11.52,928,0.01,10.21,780,0.06,10.84,1101,0.19,12.83,849,0.24,13.57,1099,0.32,14.85,1061,0.10,11.50,817,0.29,14.41,1064,0.42,16.36,877,0.07,21.00,1058,0.26,23.96,1054,0.24,23.67,800,0.33,24.88,919,0.52,27.85,1187,8,150.00,148.85,mixed
141,1,4096,199,0.46,11.86,873,0.58,13.72,1175,0.42,11.29,1164,0.55,13.24,1006,0.41,11.10,1094,0.03,10.48,1064,0.21,13.17,1168,0.39,15.83,1199,0.21,13.17,922,0.54,18.03,1060,0.54,18.06,967,0.15,12.25,856,0.02,10.28,880,0.52,17.87,1151,0.55,18.27,1102,0.25,23.68,932,0.26,23.96,1060,0.15,22.19,1060,0.47,27.12,1081,0.15,22.31,1019,13,150.00,188.38,mixed
143,2,1024,63,0.16,7.43,1146,0.28,9.19,887,0.17,7.48,1101,0.23,8.40,1053,0.22,8.28,806,0.56,18.41,1116,0.41,16.18,1021,0.56,18.33,1142,0.36,15.45,907,0.23,13.40,1094,0.47,17.05,1051,0.10,11.45,989,0.04,10.65,1125,0.16,12.42,837,0.40,16.05,1168,0.49,27.29,930,0.50,27.53,1104,0.02,20.28,835,0.37,25.50,828,0.30,24.52,927,13,75.00,59.88,mixed
144,1,2048,83,0.29,9.38,1041,0.44,11.58,821,0.38,10.69,886,0.01,5.10,1059,0.05,5.79,1095,0.18,12.77,1096,0.52,17.78,1058,0.30,14.49,1014,0.45,16.74,1152,0.52,17.81,896,0.49,17.30,1117,0.37,15.58,819,0.53,18.00,980,0.13,12.01,837,0.56,18.35,878,0.04,20.57,1107,0.54,28.16,928,0.37,25.59,1199,0.46,26.89,836,0.57,28.48,981,4,10.00,81.52,cpu_bound
145,1,2048,270,0.04,5.62,716,0.33,9.95,849,0.37,10.59,853,0.56,13.40,1128,0.18,7.75,895,0.08,11.18,1091,0.51,17.69,904,0.10,11.44,813,0.29,14.28,954,0.28,14.18,1164,0.14,12.09,852,0.60,18.95,988,0.54,18.03,1010,0.22,13.34,1101,0.25,13.78,842,0.43,26.52,1175,0.31,24.58,1059,0.59,28.84,905,0.49,27.32,967,0.04,20.56,1076,1,10.00,254.61,cpu_bound
146,1,1024,100,0.50,12.54,904,0.15,7.31,1175,0.28,9.27,941,0.55,13.31,839,0.25,8.75,998,0.38,15.67,1060,0.56,18.40,958,0.42,16.29,874,0.15,12.19,934,0.43,16.52,812,0.24,13.55,994,0.54,18.16,1073,0.18,12.76,831,0.45,16.68,842,0.29,14.34,1113,0.48,27.20,927,0.26,23.84,1127,0.07,21.07,1170,0.28,24.21,1085,0.00,20.00,982,20,50.00,97.02,io_bound
147,1,4096,178,0.56,13.34,868,0.38,10.65,903,0.59,13.84,820,0.50,12.55,1006,0.25,8.74,1020,0.44,16.56,1198,0.38,15.76,1032,0.13,11.94,866,0.45,16.74,1100,0.05,10.68,945,0.21,13.11,1189,0.29,14.28,862,0.18,12.75,1007,0.30,14.54,1110,0.27,14.02,843,0.15,22.28,1186,0.15,22.27,851,0.57,28.59,1136,0.22,23.29,1094,0.27,24.12,1004,10,10.00,159.57,cpu_bound
148,2,512,69,0.09,6.34,891,0.44,11.64,1092,0.41,11.21,1051,0.37,10.56,837,0.05,5.68,992,0.46,16.84,906,0.18,12.73,952,0.38,15.70,1168,0.12,11.87,832,0.29,14.42,1095,0.10,11.57,1080,0.08,11.23,1169,0.56,18.36,1023,0.08,11.19,838,0.47,17.02,840,0.44,26.57,1171,0.00,20.01,1169,0.40,26.02,1030,0.08,21.23,834,0.06,20.86,1007,5,75.00,59.98,mixed
149,2,1024,227,0.56,13.35,959,0.60,13.98,1131,0.43,11.40,1145,0.58,13.72,1077,0.11,6.61,686,0.55,18.20,1172,0.38,15.73,1087,0.21,13.13,1132,0.30,14.45,966,0.48,17.23,946,0.57,18.55,1028,0.34,15.09,946,0.30,14.46,1119,0.39,15.82,1071,0.21,13.16,1101,0.31,24.67,1106,0.08,21.20,984,0.15,22.30,987,0.55,28.19,928,0.54,28.08,931,5,25.00,186.67,io_bound
151,2,1024,282,0.28,9.22,1153,0.24,8.53,1063,0.24,8.59,1191,0.50,12.46,980,0.55,13.31,1026,0.04,10.62,1152,0.33,14.94,909,0.06,10.93,1176,0.04,10.58,916,0.47,17.08,915,0.51,17.61,890,0.38,15.76,1048,0.30,14.56,927,0.25,13.72,1161,0.01,10.17,876,0.26,23.90,870,0.23,23.46,954,0.49,27.42,1079,0.46,26.95,1189,0.33,24.92,1147,15,75.00,251.09,mixed
153,2,2048,110,0.01,5.12,1044,0.54,13.14,952,0.19,7.78,874,0.60,13.96,1165,0.27,9.00,982,0.01,10.21,832,0.51,17.64,1142,0.58,18.75,932,0.41,16.22,1185,0.51,17.66,1021,0.10,11.52,1036,0.44,16.58,988,0.49,17.32,989,0.08,11.24,978,0.42,16.33,986,0.32,24.79,938,0.40,25.99,1058,0.06,20.92,1165,0.47,27.09,1167,0.26,23.91,883,1,5.00,100.24,cpu_bound
156,1,2048,105,0.46,11.90,988,0.15,7.29,1160,0.54,13.10,870,0.12,6.79,921,0.19,7.83,809,0.29,14.34,1180,0.33,14.94,1050,0.23,13.44,1097,0.28,14.25,938,0.12,11.83,977,0.10,11.43,1055,0.46,16.87,1079,0.09,11.41,942,0.29,14.35,1110,0.23,13.48,1068,0.01,20.11,989,0.05,20.73,1109,0.32,24.78,962,0.05,20.70,1140,0.28,24.23,1112,16,10.00,96.63,cpu_bound
157,2,4096,203,0.38,10.73,848,0.17,7.52,881,0.08,6.21,913,0.16,7.39,1163,0.23,8.50,1076,0.56,18.38,959,0.17,12.60,914,0.35,15.29,1157,0.17,12.52,933,0.30,14.51,912,0.36,15.36,1170,0.23,13.51,1081,0.32,14.82,1055,0.57,18.52,856,0.21,13.08,950,0.52,27.73,930,0.45,26.78,1196,0.30,24.51,1141,0.59,28.81,1068,0.16,22.34,962,3,5.00,181.59,cpu_bound
158,1,512,157,0.27,8.98,1004,0.01,5.18,859,0.17,7.53,1017,0.43,11.44,891,0.18,7.73,959,0.38,15.75,1110,0.53,18.01,819,0.14,12.07,995,0.30,14.53,1155,0.11,11.58,1029,0.51,17.59,978,0.08,11.26,920,0.19,12.86,819,0.19,12.86,1055,0.28,14.23,936,0.44,26.64,880,0.44,26.61,844,0.23,23.41,991,0.03,20.51,1134,0.48,27.13,891,2,50.00,143.11,io_bound
159,2,4096,60,0.06,5.87,943,0.08,6.27,1156,0.38,10.75,1019,0.33,9.89,1112,0.22,8.30,1159,0.44,16.62,1022,0.59,18.86,1131,0.50,17.55,823,0.49,17.33,1155,0.25,13.75,863,0.23,13.49,1140,0.02,10.32,1133,0.52,17.80,825,0.42,16.35,1172,0.27,14.06,953,0.26,23.84,846,0.23,23.47,1040,0.36,25.42,1064,0.20,23.00,816,0.26,23.85,937,12,5.00,53.99,cpu_bound
160,1,4096,112,0.57,13.49,1101,0.27,8.98,1172,0.24,8.63,1142,0.31,9.68,883,0.29,9.36,1110,0.58,18.77,1094,0.30,14.43,865,0.55,18.29,808,0.11,11.70,922,0.29,14.38,983,0.17,12.51,996,0.44,16.57,858,0.24,13.66,979,0.54,18.10,1002,0.41,16.20,1032,0.16,22.39,1104,0.07,21.04,787,0.59,28.78,988,0.51,27.58,989,0.22,23.36,1046,17,10.00,101.37,cpu_bound
161,2,4096,176,0.01,5.08,859,0.11,6.72,925,0.32,9.73,943,0.14,7.16,1156,0.53,13.00,1191,0.12,11.75,1174,0.38,15.63,870,0.35,15.31,1032,0.49,17.38,863,0.33,14.93,836,0.04,10.67,838,0.31,14.66,1192,0.58,18.71,1176,0.55,18.21,1189,0.46,16.87,957,0.58,28.75,1015,0.16,22.46,827,0.59,28.86,1044,0.32,24.83,867,0.59,28.91,1067,1,75.00,158.33,mixed
162,2,4096,58,0.53,13.02,1067,0.42,11.29,1060,0.49,12.35,923,0.17,7.61,872,0.33,9.92,1120,0.30,14.54,1197,0.38,15.63,867,0.41,16.18,858,0.31,14.66,1077,0.10,11.48,1130,0.17,12.58,809,0.19,12.83,866,0.16,12.42,1198,0.10,11.48,1173,0.20,12.96,1012,0.28,24.24,807,0.01,20.17,1129,0.08,21.19,989,0.08,21.25,1170,0.13,21.91,864,17,5.00,52.37,cpu_bound
163,1,1024,149,0.19,7.90,875,0.15,7.20,929,0.60,13.96,1149,0.46,11.83,1134,0.47,12.07,1112,0.56,18.38,954,0.05,10.70,1029,0.32,14.83,873,0.48,17.23,889,0.30,14.52,1092,0.27,14.03,1199,0.06,10.86,995,0.10,11.46,1179,0.52,17.74,928,0.49,17.41,815,0.30,24.48,998,0.50,27.48,959,0.21,23.16,838,0.49,27.35,1158,0.08,21.24,849,7,50.00,131.55,io_bound
164,2,512,129,0.24,8.53,881,0.11,6.59,925,0.35,10.18,995,0.24,8.67,1192,0.31,9.61,1009,0.46,16.85,805,0.03,10.46,841,0.44,16.58,1004,0.33,14.93,1015,0.57,18.56,856,0.05,10.69,908,0.42,16.35,1092,0.43,16.52,850,0.34,15.12,1157,0.36,15.34,979,0.51,27.59,1094,0.43,26.41,907,0.40,25.94,811,0.42,26.31,1073,0.24,23.58,1119,7,75.00,123.74,mixed
165,2,4096,165,0.26,8.95,1157,0.15,7.19,806,0.23,8.38,1179,0.51,12.67,1043,0.52,12.76,1183,0.06,10.96,951,0.14,12.07,1074,0.18,12.65,1112,0.27,14.07,874,0.11,11.59,1121,0.52,17.86,900,0.19,12.81,1112,0.18,12.71,1104,0.00,10.03,703,0.50,17.54,1101,0.01,20.21,1019,0.10,21.51,977,0.55,28.18,1059,0.50,27.57,902,0.06,20.92,973,14,25.00,160.03,io_bound
166,1,1024,80,0.10,6.45,1159,0.22,8.33,1130,0.31,9.70,969,0.23,8.51,1092,0.52,12.87,819,0.31,14.64,1006,0.26,13.95,1150,0.01,10.12,1108,0.07,11.02,986,0.04,10.59,878,0.38,15.65,1188,0.21,13.15,885,0.13,12.02,816,0.31,14.64,815,0.52,17.73,1085,0.31,24.69,1001,0.35,25.29,852,0.13,21.93,971,0.31,24.58,1109,0.33,24.94,1138,8,150.00,72.87,mixed
167,2,1024,292,0.53,12.95,887,0.09,6.36,1177,0.36,10.37,851,0.22,8.26,892,0.25,8.82,851,0.01,10.11,877,0.20,12.94,1140,0.08,11.15,1152,0.48,17.24,1124,0.41,16.18,990,0.52,17.84,969,0.06,10.86,841,0.50,17.45,885,0.58,18.69,1120,0.44,16.62,957,0.08,21.19,813,0.12,21.75,858,0.48,27.27,910,0.04,20.54,1161,0.36,25.44,915,6,25.00,278.00,io_bound
